APMC,Commodity,Year,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,month,joined
barshi,ladies finger,2014,18,150,275,208,2014-11-01,Solapur,11,ladies finger_barshi
sangamner,wheat(husked),2014,130,1510,1722,1633,2014-11-01,Ahmadnagar,11,wheat(husked)_sangamner
kalamb (os),black gram,2014,50,4983,5413,5293,2014-12-01,Osmanabad,12,black gram_kalamb (os)
jalgaon,cucumber,2014,186,1015,1500,1230,2014-12-01,Jalgaon,12,cucumber_jalgaon
pune,beet root,2014,1527,640,1300,970,2014-12-01,Pune,12,beet root_pune
jalgaon,ginger (fresh),2014,1194,2642,3642,3232,2014-12-01,Jalgaon,12,ginger (fresh)_jalgaon
kalamb (os),green gram,2014,27,6754,7446,7189,2014-12-01,Osmanabad,12,green gram_kalamb (os)
jalgaon,bitter gourd,2014,62,2900,3036,2982,2014-12-01,Jalgaon,12,bitter gourd_jalgaon
kamthi,cluster bean,2014,13,2050,4217,3133,2014-12-01,Nagpur,12,cluster bean_kamthi
jalgaon,potato,2014,6750,1732,2420,2184,2014-12-01,Jalgaon,12,potato_jalgaon
pune,potato,2014,158672,1592,2872,2230,2014-12-01,Pune,12,potato_pune
pune,cucumber,2014,4998,732,2244,1498,2014-12-01,Pune,12,cucumber_pune
kamthi,flower,2014,119,1642,3173,2408,2014-12-01,Nagpur,12,flower_kamthi
jalgaon,onion,2014,27050,593,1594,1240,2014-12-01,Jalgaon,12,onion_jalgaon
kamthi,ladies finger,2014,32,2668,4820,3744,2014-12-01,Nagpur,12,ladies finger_kamthi
pune,bitter gourd,2014,1345,2384,3724,3054,2014-12-01,Pune,12,bitter gourd_pune
kalamb (os),gram,2014,213,1895,2689,2456,2014-12-01,Osmanabad,12,gram_kalamb (os)
jalgaon,cabbage,2014,329,595,884,737,2014-12-01,Jalgaon,12,cabbage_jalgaon
kamthi,raddish,2014,94,731,1662,985,2014-12-01,Nagpur,12,raddish_kamthi
kamthi,spinach,2014,103,807,1593,1200,2014-12-01,Nagpur,12,spinach_kamthi
pune,curry leaves,2014,407,1209,2074,1641,2014-12-01,Pune,12,curry leaves_pune
pune,ghosali(bhaji),2014,416,1227,2250,1739,2014-12-01,Pune,12,ghosali(bhaji)_pune
pune,ginger (fresh),2014,13770,1988,3610,2799,2014-12-01,Pune,12,ginger (fresh)_pune
kamthi,bottle gourd,2014,33,791,1565,1178,2014-12-01,Nagpur,12,bottle gourd_kamthi
jalgaon,garlic,2014,475,1533,3333,2500,2014-12-01,Jalgaon,12,garlic_jalgaon
pune,chavli (shenga ),2014,204,1358,2458,1908,2014-12-01,Pune,12,chavli (shenga )_pune
kamthi,brinjal,2014,206,693,1515,1100,2014-12-01,Nagpur,12,brinjal_kamthi
pune,flower,2014,12932,560,1196,878,2014-12-01,Pune,12,flower_pune
pune,carrot,2014,13933,740,1676,1212,2014-12-01,Pune,12,carrot_pune
jalgaon,ladies finger,2014,336,1593,2868,2336,2014-12-01,Jalgaon,12,ladies finger_jalgaon
kalamb (os),pigeon pea (tur),2014,77,4156,4414,4332,2014-12-01,Osmanabad,12,pigeon pea (tur)_kalamb (os)
jalgaon,coriander,2014,446,1159,2177,1627,2014-12-01,Jalgaon,12,coriander_jalgaon
pune,cluster bean,2014,1570,2620,4760,3690,2014-12-01,Pune,12,cluster bean_pune
pune,rice(paddy-hus),2014,41032,4961,6481,5731,2014-12-01,Pune,12,rice(paddy-hus)_pune
kamthi,small gourd,2014,13,942,2192,1567,2014-12-01,Nagpur,12,small gourd_kamthi
pune,ladies finger,2014,3137,1460,3932,2696,2014-12-01,Pune,12,ladies finger_pune
pune,green gram,2014,1273,7588,8331,7959,2014-12-01,Pune,12,green gram_pune
kamthi,chavli (pala),2014,15,1185,2308,1746,2014-12-01,Nagpur,12,chavli (pala)_kamthi
jalgaon,cluster bean,2014,52,3821,3821,3821,2014-12-01,Jalgaon,12,cluster bean_jalgaon
nira,jaggery,2014,1997,3267,3650,3452,2014-12-01,Pune,12,jaggery_nira
pune,bottle gourd,2014,2119,504,1328,916,2014-12-01,Pune,12,bottle gourd_pune
kamthi,green chilli,2014,109,800,1430,1115,2014-12-01,Nagpur,12,green chilli_kamthi
mandhal,chillies(red),2014,170,3692,4011,3827,2014-12-01,Nagpur,12,chillies(red)_mandhal
manchar,methi (bhaji),2014,1015698,295,971,637,2014-12-01,Pune,12,methi (bhaji)_manchar
nagpur,chikoo,2014,9166,1048,1828,1442,2014-12-01,Nagpur,12,chikoo_nagpur
chopda,maize,2014,3743,924,1105,1052,2014-12-01,Jalgaon,12,maize_chopda
pune,pumpkin,2014,493,552,1461,1007,2014-12-01,Pune,12,pumpkin_pune
chopda,sorgum(jawar),2014,1839,1360,1517,1473,2014-12-01,Jalgaon,12,sorgum(jawar)_chopda
nagpur,grapes,2014,1569,2211,3563,2887,2014-12-01,Nagpur,12,grapes_nagpur
chopda,wheat(husked),2014,113,1480,1601,1557,2014-12-01,Jalgaon,12,wheat(husked)_chopda
chopda,gram,2014,8,2301,2608,2608,2014-12-01,Jalgaon,12,gram_chopda
nagpur,banana,2014,2418,450,550,500,2014-12-01,Nagpur,12,banana_nagpur
nagpur,mosambi,2014,45515,904,1815,1359,2014-12-01,Nagpur,12,mosambi_nagpur
bhusaval,sorgum(jawar),2014,685,1274,1325,1306,2014-12-01,Jalgaon,12,sorgum(jawar)_bhusaval
nagpur,papai,2014,454,715,1246,958,2014-12-01,Nagpur,12,papai_nagpur
katol,gram,2014,2340,2263,2779,2512,2014-12-01,Nagpur,12,gram_katol
bhusaval,wheat(husked),2014,30,1319,1344,1335,2014-12-01,Jalgaon,12,wheat(husked)_bhusaval
nagpur,apple,2014,9606,2937,6307,4622,2014-12-01,Nagpur,12,apple_nagpur
chopda,bajri,2014,158,1156,1236,1232,2014-12-01,Jalgaon,12,bajri_chopda
nagpur,ginger (fresh),2014,24680,2810,3281,3045,2014-12-01,Nagpur,12,ginger (fresh)_nagpur
nagpur,pineapple,2014,4558,1033,2381,1707,2014-12-01,Nagpur,12,pineapple_nagpur
nagpur,soybean,2014,6235,2824,3361,3094,2014-12-01,Nagpur,12,soybean_nagpur
jalgaon,gram,2014,856,2926,3074,2987,2014-12-01,Jalgaon,12,gram_jalgaon
mandhal,soybean,2014,779,2795,3228,2999,2014-12-01,Nagpur,12,soybean_mandhal
jalgaon,black gram,2014,2537,5122,5495,5394,2014-12-01,Jalgaon,12,black gram_jalgaon
katol,soybean,2014,10824,2960,3315,3165,2014-12-01,Nagpur,12,soybean_katol
jalgaon,jaggery,2014,1079,2326,2867,2606,2014-12-01,Jalgaon,12,jaggery_jalgaon
katol,ground nut pods (dry),2014,9720,2998,4207,3624,2014-12-01,Nagpur,12,ground nut pods (dry)_katol
jalgaon,bajri,2014,81,1398,1398,1398,2014-12-01,Jalgaon,12,bajri_jalgaon
jalgaon,pomegranate,2014,160,2500,7225,5175,2014-12-01,Jalgaon,12,pomegranate_jalgaon
jalgaon,maize,2014,947,1014,1078,1041,2014-12-01,Jalgaon,12,maize_jalgaon
nagpur,rice(paddy-hus),2014,8404,3225,3445,3335,2014-12-01,Nagpur,12,rice(paddy-hus)_nagpur
jalgaon,sorgum(jawar),2014,1948,1312,1401,1387,2014-12-01,Jalgaon,12,sorgum(jawar)_jalgaon
jalgaon,lemon,2014,203,1248,1835,1522,2014-12-01,Jalgaon,12,lemon_jalgaon
nagpur,gram,2014,1080,2489,2947,2718,2014-12-01,Nagpur,12,gram_nagpur
jalgaon,wheat(husked),2014,233,1454,1471,1466,2014-12-01,Jalgaon,12,wheat(husked)_jalgaon
katol,pigeon pea (tur),2014,28,4225,4321,4278,2014-12-01,Nagpur,12,pigeon pea (tur)_katol
manchar,shepu,2014,46987,491,762,626,2014-12-01,Pune,12,shepu_manchar
nagpur,potato,2014,124049,1071,2243,1657,2014-12-01,Nagpur,12,potato_nagpur
katol,wheat(husked),2014,2017,1511,1543,1528,2014-12-01,Nagpur,12,wheat(husked)_katol
savner,soybean,2014,2719,3065,3234,3151,2014-12-01,Nagpur,12,soybean_savner
umared,wheat(husked),2014,2588,1500,1814,1657,2014-12-01,Nagpur,12,wheat(husked)_umared
umared,sorgum(jawar),2014,5,1200,1333,1267,2014-12-01,Nagpur,12,sorgum(jawar)_umared
umared,rice(paddy-hus),2014,4510,2000,3757,2879,2014-12-01,Nagpur,12,rice(paddy-hus)_umared
umared,gram,2014,1748,2150,2883,2645,2014-12-01,Nagpur,12,gram_umared
umared,pigeon pea (tur),2014,1,3700,3700,3700,2014-12-01,Nagpur,12,pigeon pea (tur)_umared
savner,pigeon pea (tur),2014,36,4121,4125,4123,2014-12-01,Nagpur,12,pigeon pea (tur)_savner
umared,linseed,2014,7,4514,4517,4516,2014-12-01,Nagpur,12,linseed_umared
umared,coriander (dry),2014,6,11027,11027,11027,2014-12-01,Nagpur,12,coriander (dry)_umared
kalamb (os),sesamum,2014,12,8712,8737,8737,2014-12-01,Osmanabad,12,sesamum_kalamb (os)
kalamb (os),sunflower,2014,56,2849,2988,2967,2014-12-01,Osmanabad,12,sunflower_kalamb (os)
kalamb (os),soybean,2014,14107,3087,3300,3279,2014-12-01,Osmanabad,12,soybean_kalamb (os)
kalamb (os),safflower,2014,19,2335,2343,2343,2014-12-01,Osmanabad,12,safflower_kalamb (os)
indapur,pomegranate,2014,6391,2056,12478,3522,2014-12-01,Pune,12,pomegranate_indapur
umared,soybean,2014,10903,2807,3305,3056,2014-12-01,Nagpur,12,soybean_umared
jalgaon,mosambi,2014,235,1000,2200,1500,2014-12-01,Jalgaon,12,mosambi_jalgaon
savner,gram,2014,218,2370,2550,2460,2014-12-01,Nagpur,12,gram_savner
nagpur,chillies(red),2014,10615,7380,8500,7940,2014-12-01,Nagpur,12,chillies(red)_nagpur
nagpur,beet root,2014,1250,968,1168,1068,2014-12-01,Nagpur,12,beet root_nagpur
nagpur,bottle gourd,2014,1450,788,992,890,2014-12-01,Nagpur,12,bottle gourd_nagpur
nagpur,flower,2014,5800,1304,1540,1422,2014-12-01,Nagpur,12,flower_nagpur
nagpur,cucumber,2014,1250,1608,1828,1718,2014-12-01,Nagpur,12,cucumber_nagpur
nagpur,onion,2014,145379,881,1874,1378,2014-12-01,Nagpur,12,onion_nagpur
nagpur,cabbage,2014,6100,572,756,664,2014-12-01,Nagpur,12,cabbage_nagpur
savner,wheat(husked),2014,255,1341,1389,1365,2014-12-01,Nagpur,12,wheat(husked)_savner
nagpur,pumpkin,2014,2025,896,1096,996,2014-12-01,Nagpur,12,pumpkin_nagpur
nagpur,capsicum,2014,1250,2124,2372,2248,2014-12-01,Nagpur,12,capsicum_nagpur
nagpur,spinach,2014,3910,680,864,772,2014-12-01,Nagpur,12,spinach_nagpur
nagpur,tomato,2014,15200,822,1016,919,2014-12-01,Nagpur,12,tomato_nagpur
nagpur,small gourd,2014,1240,1308,1520,1414,2014-12-01,Nagpur,12,small gourd_nagpur
nagpur,brinjal,2014,3500,704,912,808,2014-12-01,Nagpur,12,brinjal_nagpur
nagpur,green chilli,2014,5150,1000,1196,1098,2014-12-01,Nagpur,12,green chilli_nagpur
nagpur,coriander,2014,2700,1580,1812,1696,2014-12-01,Nagpur,12,coriander_nagpur
nagpur,pomegranate,2014,13974,2089,4563,3363,2014-12-01,Nagpur,12,pomegranate_nagpur
bhokardan,sorgum(jawar),2014,44,1200,1225,1213,2014-12-01,Jalna,12,sorgum(jawar)_bhokardan
vai,green chilli,2014,131,2267,2867,2567,2014-12-01,Satara,12,green chilli_vai
pen,rice(paddy-hus),2014,48,3550,6331,4074,2014-12-01,Raigad,12,rice(paddy-hus)_pen
karjat (raigad),rice(paddy-hus),2014,2569,2000,4400,3000,2014-12-01,Raigad,12,rice(paddy-hus)_karjat (raigad)
karjat (raigad),paddy-unhusked,2014,1850,1310,1440,1400,2014-12-01,Raigad,12,paddy-unhusked_karjat (raigad)
alibag,rice(paddy-hus),2014,870,1500,1700,1600,2014-12-01,Raigad,12,rice(paddy-hus)_alibag
dhule,maize,2014,28585,928,1131,1046,2014-12-01,Dhule,12,maize_dhule
dhule,sorgum(jawar),2014,3193,1535,1824,1731,2014-12-01,Dhule,12,sorgum(jawar)_dhule
bhokar,wheat(husked),2014,230,1375,1484,1425,2014-12-01,Nanded,12,wheat(husked)_bhokar
dhule,wheat(husked),2014,4996,1363,1699,1553,2014-12-01,Dhule,12,wheat(husked)_dhule
bhokar,soybean,2014,4600,3085,3314,3199,2014-12-01,Nanded,12,soybean_bhokar
babhulgaon,soybean,2014,8110,2779,3266,3041,2014-12-01,Yewatmal,12,soybean_babhulgaon
ner parasopant,soybean,2014,15675,3026,3240,3139,2014-12-01,Yewatmal,12,soybean_ner parasopant
bhokar,sesamum,2014,33,8251,8536,8415,2014-12-01,Nanded,12,sesamum_bhokar
umarkhed,soybean,2014,6050,2942,3188,3069,2014-12-01,Yewatmal,12,soybean_umarkhed
umarkhed-danki,wheat(husked),2014,500,1400,1600,1500,2014-12-01,Yewatmal,12,wheat(husked)_umarkhed-danki
bhokar,turmeric,2014,58,5465,5565,5498,2014-12-01,Nanded,12,turmeric_bhokar
yeotmal,soybean,2014,18921,3014,3300,3163,2014-12-01,Yewatmal,12,soybean_yeotmal
kalamnuri,wheat(husked),2014,90,1600,1600,1600,2014-12-01,Hingoli,12,wheat(husked)_kalamnuri
devala,bajri,2014,548,1257,1402,1319,2014-12-01,Nasik,12,bajri_devala
hingoli,soybean,2014,13945,3087,3326,3217,2014-12-01,Hingoli,12,soybean_hingoli
nanded,sorgum(jawar),2014,102,1265,1362,1361,2014-12-01,Nanded,12,sorgum(jawar)_nanded
hingoli,pigeon pea (tur),2014,269,4205,4705,4455,2014-12-01,Hingoli,12,pigeon pea (tur)_hingoli
basmat,turmeric,2014,7236,6668,9158,7733,2014-12-01,Hingoli,12,turmeric_basmat
nanded,pigeon pea (tur),2014,27,4026,4100,4100,2014-12-01,Nanded,12,pigeon pea (tur)_nanded
akhadabalapur,soybean,2014,3600,3026,3202,3105,2014-12-01,Hingoli,12,soybean_akhadabalapur
nanded,turmeric,2014,3369,5892,8173,7043,2014-12-01,Nanded,12,turmeric_nanded
ratanagari,ladies finger,2014,376,3912,4676,4303,2014-12-01,Ratnagiri,12,ladies finger_ratanagari
ratanagari,cucumber,2014,118,1700,2583,2150,2014-12-01,Ratnagiri,12,cucumber_ratanagari
ratanagari,bitter gourd,2014,131,2625,3250,2954,2014-12-01,Ratnagiri,12,bitter gourd_ratanagari
ratanagari,tomato,2014,4182,1065,1813,1445,2014-12-01,Ratnagiri,12,tomato_ratanagari
shrirampur,ladies finger,2014,143,2377,3045,2711,2014-12-01,Ahmadnagar,12,ladies finger_shrirampur
aurangabad,bottle gourd,2014,380,568,809,689,2014-12-01,Aurangabad,12,bottle gourd_aurangabad
aurangabad,cluster bean,2014,112,2986,3545,3284,2014-12-01,Aurangabad,12,cluster bean_aurangabad
mumbai,spilt pigeon pea,2014,60471,6107,7437,6622,2014-12-01,Mumbai,12,spilt pigeon pea_mumbai
aurangabad,cucumber,2014,759,1578,3030,1815,2014-12-01,Aurangabad,12,cucumber_aurangabad
aurangabad,onion,2014,8061,468,1563,1011,2014-12-01,Aurangabad,12,onion_aurangabad
aurangabad,bitter gourd,2014,196,2605,3280,2963,2014-12-01,Aurangabad,12,bitter gourd_aurangabad
mumbai,cowpea,2014,9906,4830,6830,5730,2014-12-01,Mumbai,12,cowpea_mumbai
aurangabad,cabbage,2014,1925,491,657,574,2014-12-01,Aurangabad,12,cabbage_aurangabad
aurangabad,garlic,2014,498,1575,3125,2350,2014-12-01,Aurangabad,12,garlic_aurangabad
shrirampur,bottle gourd,2014,70,675,875,775,2014-12-01,Ahmadnagar,12,bottle gourd_shrirampur
aurangabad,shevga,2014,75,3870,4850,4360,2014-12-01,Aurangabad,12,shevga_aurangabad
arjuni morgaon,paddy-unhusked,2014,5343,1588,1654,1621,2014-12-01,Gondiya,12,paddy-unhusked_arjuni morgaon
aurangabad,tomato,2014,2277,804,1361,1083,2014-12-01,Aurangabad,12,tomato_aurangabad
shrirampur,flower,2014,136,505,705,605,2014-12-01,Ahmadnagar,12,flower_shrirampur
aurangabad,green chilli,2014,2685,1513,2408,1960,2014-12-01,Aurangabad,12,green chilli_aurangabad
gangapur,bajri,2014,310,1198,1426,1320,2014-12-01,Aurangabad,12,bajri_gangapur
gangapur,wheat(husked),2014,479,1544,1727,1581,2014-12-01,Aurangabad,12,wheat(husked)_gangapur
shrirampur,cucumber,2014,175,1264,1577,1420,2014-12-01,Ahmadnagar,12,cucumber_shrirampur
gangapur,sorgum(jawar),2014,167,1456,1756,1604,2014-12-01,Aurangabad,12,sorgum(jawar)_gangapur
gangapur,maize,2014,5544,846,997,910,2014-12-01,Aurangabad,12,maize_gangapur
gangapur,gram,2014,92,2401,2727,2577,2014-12-01,Aurangabad,12,gram_gangapur
shrirampur,cabbage,2014,109,223,423,323,2014-12-01,Ahmadnagar,12,cabbage_shrirampur
shrirampur,garlic,2014,92,2225,2775,2513,2014-12-01,Ahmadnagar,12,garlic_shrirampur
ratanagari,green chilli,2014,520,2658,3526,3093,2014-12-01,Ratnagiri,12,green chilli_ratanagari
ratanagari,brinjal,2014,755,1700,2400,2063,2014-12-01,Ratnagiri,12,brinjal_ratanagari
aurangabad,brinjal,2014,1231,1535,1996,1820,2014-12-01,Aurangabad,12,brinjal_aurangabad
aurangabad,potato,2014,11583,1686,2109,1943,2014-12-01,Aurangabad,12,potato_aurangabad
shrirampur,capsicum,2014,174,2432,2941,2686,2014-12-01,Ahmadnagar,12,capsicum_shrirampur
shrirampur,green chilli,2014,262,2250,2750,2498,2014-12-01,Ahmadnagar,12,green chilli_shrirampur
kille dharur,soybean,2014,2656,2941,3261,3230,2014-12-01,Beed,12,soybean_kille dharur
kada,gram,2014,26,2317,2690,2474,2014-12-01,Beed,12,gram_kada
kada,maize,2014,61,1041,1162,1162,2014-12-01,Beed,12,maize_kada
kada,wheat(husked),2014,98,1534,1997,1620,2014-12-01,Beed,12,wheat(husked)_kada
kada,bajri,2014,802,1250,1590,1428,2014-12-01,Beed,12,bajri_kada
gevrai,soybean,2014,310,3098,3242,3216,2014-12-01,Beed,12,soybean_gevrai
gevrai,pigeon pea (tur),2014,142,4744,5112,5076,2014-12-01,Beed,12,pigeon pea (tur)_gevrai
gevrai,gram,2014,28,2197,2333,2278,2014-12-01,Beed,12,gram_gevrai
gevrai,maize,2014,58,1208,1233,1233,2014-12-01,Beed,12,maize_gevrai
gevrai,sorgum(jawar),2014,730,1625,2339,2027,2014-12-01,Beed,12,sorgum(jawar)_gevrai
gevrai,wheat(husked),2014,195,1452,1610,1532,2014-12-01,Beed,12,wheat(husked)_gevrai
ausa,sunflower,2014,163,3002,3170,3126,2014-12-01,Latur,12,sunflower_ausa
gevrai,bajri,2014,1159,1268,1442,1355,2014-12-01,Beed,12,bajri_gevrai
ambejogai,soybean,2014,34651,3059,3295,3245,2014-12-01,Beed,12,soybean_ambejogai
ambejogai,pigeon pea (tur),2014,26,5000,5328,5190,2014-12-01,Beed,12,pigeon pea (tur)_ambejogai
ausa,safflower,2014,25,2341,2397,2368,2014-12-01,Latur,12,safflower_ausa
ambejogai,gram,2014,242,2337,2785,2617,2014-12-01,Beed,12,gram_ambejogai
ausa,pigeon pea (tur),2014,67,4700,5333,5161,2014-12-01,Latur,12,pigeon pea (tur)_ausa
bhivandi,rice(paddy-hus),2014,1375,1467,2119,1814,2014-12-01,Thane,12,rice(paddy-hus)_bhivandi
bhivandi,other vegetables,2014,372,1057,1687,1374,2014-12-01,Thane,12,other vegetables_bhivandi
shahapur,ladies finger,2014,60,3019,3525,3309,2014-12-01,Thane,12,ladies finger_shahapur
shahapur,chavli (shenga ),2014,14,2500,2900,2767,2014-12-01,Thane,12,chavli (shenga )_shahapur
shahapur,ghosali(bhaji),2014,18,1320,1900,1720,2014-12-01,Thane,12,ghosali(bhaji)_shahapur
shahapur,cucumber,2014,42,1950,2383,2204,2014-12-01,Thane,12,cucumber_shahapur
ausa,gram,2014,64,1888,2508,2261,2014-12-01,Latur,12,gram_ausa
majalgaon,bajri,2014,276,1187,1676,1414,2014-12-01,Beed,12,bajri_majalgaon
majalgaon,wheat(husked),2014,91,1319,1518,1395,2014-12-01,Beed,12,wheat(husked)_majalgaon
majalgaon,sorgum(jawar),2014,182,1124,2370,1774,2014-12-01,Beed,12,sorgum(jawar)_majalgaon
majalgaon,gram,2014,69,2393,2888,2618,2014-12-01,Beed,12,gram_majalgaon
nandurbar,bajri,2014,1113,1030,1534,1305,2014-12-01,Nandurbar,12,bajri_nandurbar
nandurbar,wheat(husked),2014,4576,1424,1797,1604,2014-12-01,Nandurbar,12,wheat(husked)_nandurbar
nandurbar,sorgum(jawar),2014,7503,1155,1555,1357,2014-12-01,Nandurbar,12,sorgum(jawar)_nandurbar
nandurbar,maize,2014,30399,1177,1523,1351,2014-12-01,Nandurbar,12,maize_nandurbar
nandurbar,gram,2014,192,2189,2637,2442,2014-12-01,Nandurbar,12,gram_nandurbar
gadchiroli,paddy-unhusked,2014,4096,1584,1689,1646,2014-12-01,Gadchiroli,12,paddy-unhusked_gadchiroli
nandurbar,cluster bean,2014,93,4491,4731,4591,2014-12-01,Nandurbar,12,cluster bean_nandurbar
armori-desaiganj,paddy-unhusked,2014,69619,1450,1624,1550,2014-12-01,Gadchiroli,12,paddy-unhusked_armori-desaiganj
armori,paddy-unhusked,2014,11478,1474,1576,1535,2014-12-01,Gadchiroli,12,paddy-unhusked_armori
hinganghat,soybean,2014,41022,2793,3315,3054,2014-12-01,Wardha,12,soybean_hinganghat
shahada,wheat(husked),2014,846,1533,1744,1647,2014-12-01,Nandurbar,12,wheat(husked)_shahada
hinganghat,pigeon pea (tur),2014,369,4184,4441,4312,2014-12-01,Wardha,12,pigeon pea (tur)_hinganghat
shrirampur,brinjal,2014,280,1652,2286,1969,2014-12-01,Ahmadnagar,12,brinjal_shrirampur
nagbhid,paddy-unhusked,2014,68040,1661,2078,1870,2014-12-01,Chandrapur,12,paddy-unhusked_nagbhid
udgir,gram,2014,531,2179,2946,2562,2014-12-01,Latur,12,gram_udgir
latur,soybean,2014,86495,3072,3309,3263,2014-12-01,Latur,12,soybean_latur
latur,pigeon pea (tur),2014,6534,4651,5454,5033,2014-12-01,Latur,12,pigeon pea (tur)_latur
latur,green gram,2014,709,5770,8139,7338,2014-12-01,Latur,12,green gram_latur
latur,gram,2014,525,2342,3211,2927,2014-12-01,Latur,12,gram_latur
hinganghat,gram,2014,2041,2268,2788,2532,2014-12-01,Wardha,12,gram_hinganghat
parli-vaijnath,soybean,2014,14717,3013,3278,3265,2014-12-01,Beed,12,soybean_parli-vaijnath
parli-vaijnath,gram,2014,45,2069,2263,2143,2014-12-01,Beed,12,gram_parli-vaijnath
parli-vaijnath,sorgum(jawar),2014,515,1563,1771,1689,2014-12-01,Beed,12,sorgum(jawar)_parli-vaijnath
parli-vaijnath,bajri,2014,34,1696,1746,1704,2014-12-01,Beed,12,bajri_parli-vaijnath
majalgaon,soybean,2014,3055,2978,3254,3139,2014-12-01,Beed,12,soybean_majalgaon
majalgaon,pigeon pea (tur),2014,37,3983,4382,4245,2014-12-01,Beed,12,pigeon pea (tur)_majalgaon
mul,paddy-unhusked,2014,67491,1792,2013,1903,2014-12-01,Chandrapur,12,paddy-unhusked_mul
mumbai,green peas (dry),2014,23993,3231,5492,4292,2014-12-01,Mumbai,12,green peas (dry)_mumbai
aurangabad,papai,2014,448,857,1164,1011,2014-12-01,Aurangabad,12,papai_aurangabad
aurangabad,mosambi,2014,5818,983,2270,1676,2014-12-01,Aurangabad,12,mosambi_aurangabad
karad,brinjal,2014,582,888,1313,1101,2014-12-01,Satara,12,brinjal_karad
karad,tomato,2014,120,1074,1571,1323,2014-12-01,Satara,12,tomato_karad
karad,ridge gourd,2014,36,2025,2613,2313,2014-12-01,Satara,12,ridge gourd_karad
karad,shevga,2014,22,4917,6083,5500,2014-12-01,Satara,12,shevga_karad
karad,capsicum,2014,67,1700,2500,2100,2014-12-01,Satara,12,capsicum_karad
dhule,pigeon pea (tur),2014,63,3457,3557,3532,2014-12-01,Dhule,12,pigeon pea (tur)_dhule
karad,garlic,2014,167,3438,4688,4094,2014-12-01,Satara,12,garlic_karad
karad,cabbage,2014,84,714,1029,871,2014-12-01,Satara,12,cabbage_karad
karad,bitter gourd,2014,39,2100,2663,2381,2014-12-01,Satara,12,bitter gourd_karad
karad,cucumber,2014,39,1100,1629,1364,2014-12-01,Satara,12,cucumber_karad
karad,cluster bean,2014,21,2467,3533,3000,2014-12-01,Satara,12,cluster bean_karad
karad,bottle gourd,2014,45,813,1200,1006,2014-12-01,Satara,12,bottle gourd_karad
karad,ladies finger,2014,33,2438,3075,2744,2014-12-01,Satara,12,ladies finger_karad
karad,ginger (fresh),2014,66,3188,4375,3781,2014-12-01,Satara,12,ginger (fresh)_karad
dhule,green gram,2014,85,6332,7175,6793,2014-12-01,Dhule,12,green gram_dhule
karad,pomegranate,2014,80,3033,4189,3611,2014-12-01,Satara,12,pomegranate_karad
pune,snake gourd,2014,581,953,1853,1403,2014-12-01,Pune,12,snake gourd_pune
dhule,matki,2014,39,5912,6190,6168,2014-12-01,Dhule,12,matki_dhule
pune,pavtta,2014,1986,1780,3132,2456,2014-12-01,Pune,12,pavtta_pune
pune,sweet potato,2014,186,1100,1400,1250,2014-12-01,Pune,12,sweet potato_pune
dhule,gram,2014,233,2143,2790,2530,2014-12-01,Dhule,12,gram_dhule
pune,shevga,2014,339,4043,6674,5359,2014-12-01,Pune,12,shevga_pune
devala,wheat(husked),2014,69,1497,1567,1510,2014-12-01,Nasik,12,wheat(husked)_devala
pune,ridge gourd,2014,938,2400,4300,3350,2014-12-01,Pune,12,ridge gourd_pune
dhule,cowpea,2014,18,3985,4210,4210,2014-12-01,Dhule,12,cowpea_dhule
karad,green chilli,2014,99,2175,2800,2469,2014-12-01,Satara,12,green chilli_karad
dhule,black gram,2014,31,5171,5488,5476,2014-12-01,Dhule,12,black gram_dhule
koregaon,onion,2014,343,538,1600,1031,2014-12-01,Satara,12,onion_koregaon
lonand,bajri,2014,210,1263,1703,1538,2014-12-01,Satara,12,bajri_lonand
kalamb (os),maize,2014,563,1039,1119,1100,2014-12-01,Osmanabad,12,maize_kalamb (os)
vai,brinjal,2014,235,2206,2722,2464,2014-12-01,Satara,12,brinjal_vai
vai,cabbage,2014,206,644,807,726,2014-12-01,Satara,12,cabbage_vai
vai,flower,2014,346,1481,1778,1648,2014-12-01,Satara,12,flower_vai
vai,bottle gourd,2014,26,1438,1825,1631,2014-12-01,Satara,12,bottle gourd_vai
vai,ladies finger,2014,46,3000,3667,3333,2014-12-01,Satara,12,ladies finger_vai
vai,ginger (fresh),2014,133,4161,5161,4661,2014-12-01,Satara,12,ginger (fresh)_vai
satara,green chilli,2014,645,1778,2263,1983,2014-12-01,Satara,12,green chilli_satara
satara,brinjal,2014,319,1778,2444,2102,2014-12-01,Satara,12,brinjal_satara
kalamb (os),sorgum(jawar),2014,2944,1343,1805,1598,2014-12-01,Osmanabad,12,sorgum(jawar)_kalamb (os)
satara,capsicum,2014,136,2652,3261,2954,2014-12-01,Satara,12,capsicum_satara
satara,cabbage,2014,612,596,904,746,2014-12-01,Satara,12,cabbage_satara
pune,elephant root,2014,271,1300,2214,1757,2014-12-01,Pune,12,elephant root_pune
satara,bitter gourd,2014,46,3020,3556,3408,2014-12-01,Satara,12,bitter gourd_satara
satara,bottle gourd,2014,163,727,1058,892,2014-12-01,Satara,12,bottle gourd_satara
satara,ladies finger,2014,140,3352,3907,3630,2014-12-01,Satara,12,ladies finger_satara
satara,potato,2014,3478,1800,2500,2144,2014-12-01,Satara,12,potato_satara
