APMC,Commodity,Year,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,month,joined
satara,ginger (fresh),2014,207,2671,3329,2993,2014-12-01,Satara,12,ginger (fresh)_satara
dhule,soybean,2014,142,3041,3130,3114,2014-12-01,Dhule,12,soybean_dhule
patan,brinjal,2014,1034,1859,2397,2128,2014-12-01,Satara,12,brinjal_patan
patan,cabbage,2014,1071,865,1165,1015,2014-12-01,Satara,12,cabbage_patan
patan,flower,2014,168,1600,2400,1917,2014-12-01,Satara,12,flower_patan
lonand,onion,2014,8406,845,1960,1541,2014-12-01,Satara,12,onion_lonand
lonand,maize,2014,238,1381,1400,1394,2014-12-01,Satara,12,maize_lonand
lonand,sorgum(jawar),2014,157,1550,2000,1750,2014-12-01,Satara,12,sorgum(jawar)_lonand
lonand,wheat(husked),2014,189,1463,1888,1688,2014-12-01,Satara,12,wheat(husked)_lonand
satara,cluster bean,2014,65,3917,4517,4240,2014-12-01,Satara,12,cluster bean_satara
pune,small gourd,2014,798,1040,2900,1970,2014-12-01,Pune,12,small gourd_pune
shrirampur,chikoo,2014,53,1750,2333,2042,2014-12-01,Ahmadnagar,12,chikoo_shrirampur
pune,wal papdi,2014,421,1904,2804,2354,2014-12-01,Pune,12,wal papdi_pune
shrirampur,mosambi,2014,172,2306,3000,2653,2014-12-01,Ahmadnagar,12,mosambi_shrirampur
shirur,gram,2014,24,2356,2440,2417,2014-12-01,Pune,12,gram_shirur
mumbai,cabbage,2014,45830,707,926,817,2014-12-01,Mumbai,12,cabbage_mumbai
shirur,ground nut pods (dry),2014,12,2900,3067,3067,2014-12-01,Pune,12,ground nut pods (dry)_shirur
mumbai,bitter gourd,2014,9870,3193,3630,3411,2014-12-01,Mumbai,12,bitter gourd_mumbai
mumbai,carrot,2014,48390,1630,2185,1907,2014-12-01,Mumbai,12,carrot_mumbai
shrirampur,papai,2014,88,700,900,800,2014-12-01,Ahmadnagar,12,papai_shrirampur
mumbai,flower,2014,48700,1033,1289,1161,2014-12-01,Mumbai,12,flower_mumbai
mumbai,bottle gourd,2014,9670,1311,1630,1470,2014-12-01,Mumbai,12,bottle gourd_mumbai
mumbai,ladies finger,2014,26400,1674,4585,3130,2014-12-01,Mumbai,12,ladies finger_mumbai
shrirampur,ginger (fresh),2014,183,3568,4114,3841,2014-12-01,Ahmadnagar,12,ginger (fresh)_shrirampur
mumbai,orange,2014,111604,978,1881,1430,2014-12-01,Mumbai,12,orange_mumbai
shirur,maize,2014,247,1143,1170,1164,2014-12-01,Pune,12,maize_shirur
mumbai,guava,2014,3192,1017,2313,1665,2014-12-01,Mumbai,12,guava_mumbai
shrirampur,potato,2014,1590,1956,2233,2092,2014-12-01,Ahmadnagar,12,potato_shrirampur
mumbai,mosambi,2014,66418,985,2096,1541,2014-12-01,Mumbai,12,mosambi_mumbai
sangali,turmeric,2014,16079,5523,10767,7827,2014-12-01,Sangli,12,turmeric_sangali
sangali,jaggery,2014,62645,2427,3470,2948,2014-12-01,Sangli,12,jaggery_sangali
sangali,soybean,2014,4607,3017,3420,3218,2014-12-01,Sangli,12,soybean_sangali
sangali,green gram,2014,865,5540,8467,7003,2014-12-01,Sangli,12,green gram_sangali
sangali,lentil,2014,761,4088,6550,5306,2014-12-01,Sangli,12,lentil_sangali
sangali,sorgum(jawar),2014,7071,1653,2805,2230,2014-12-01,Sangli,12,sorgum(jawar)_sangali
sangali,bajri,2014,2475,1295,1798,1544,2014-12-01,Sangli,12,bajri_sangali
mumbai,jaggery,2014,21107,2863,3770,3317,2014-12-01,Mumbai,12,jaggery_mumbai
aurangabad,pomegranate,2014,711,1152,4514,2922,2014-12-01,Aurangabad,12,pomegranate_aurangabad
aurangabad,lemon,2014,349,883,1257,1070,2014-12-01,Aurangabad,12,lemon_aurangabad
mumbai,papai,2014,51351,819,1656,1237,2014-12-01,Mumbai,12,papai_mumbai
shevgaon-bodhegaon,sorgum(jawar),2014,712,1573,1790,1694,2014-12-01,Ahmadnagar,12,sorgum(jawar)_shevgaon-bodhegaon
shirur,sorgum(jawar),2014,180,1479,1643,1588,2014-12-01,Pune,12,sorgum(jawar)_shirur
shirur,bajri,2014,129,1351,1446,1396,2014-12-01,Pune,12,bajri_shirur
mumbai,chillies(red),2014,19063,9452,12941,11196,2014-12-01,Mumbai,12,chillies(red)_mumbai
pune,walvad,2014,489,1940,2952,2446,2014-12-01,Pune,12,walvad_pune
mumbai,green chilli,2014,60400,1904,2741,2322,2014-12-01,Mumbai,12,green chilli_mumbai
pune,tamarind,2014,323,4115,4915,4558,2014-12-01,Pune,12,tamarind_pune
pune,green chilli,2014,19083,1460,2820,2140,2014-12-01,Pune,12,green chilli_pune
mumbai,garlic,2014,17200,1877,5462,3669,2014-12-01,Mumbai,12,garlic_mumbai
pune-manjri,chavli (pala),2014,48,450,1325,725,2014-12-01,Pune,12,chavli (pala)_pune-manjri
shrirampur,pomegranate,2014,145,4250,4800,4528,2014-12-01,Ahmadnagar,12,pomegranate_shrirampur
mumbai,brinjal,2014,16220,1763,3037,2378,2014-12-01,Mumbai,12,brinjal_mumbai
pune-manjri,flower,2014,2043,1088,1706,1397,2014-12-01,Pune,12,flower_pune-manjri
pune-manjri,kanda pat,2014,181,877,2146,1535,2014-12-01,Pune,12,kanda pat_pune-manjri
mumbai,small gourd,2014,6400,867,2296,1585,2014-12-01,Mumbai,12,small gourd_mumbai
shirur,wheat(husked),2014,152,1402,1506,1465,2014-12-01,Pune,12,wheat(husked)_shirur
pune-manjri,bitter gourd,2014,102,2656,4497,3069,2014-12-01,Pune,12,bitter gourd_pune-manjri
mumbai,ridge gourd,2014,5580,3635,4062,3856,2014-12-01,Mumbai,12,ridge gourd_mumbai
pune-manjri,methi (bhaji),2014,1125,485,1454,969,2014-12-01,Pune,12,methi (bhaji)_pune-manjri
shrirampur,lemon,2014,81,1705,2190,1948,2014-12-01,Ahmadnagar,12,lemon_shrirampur
pune-manjri,spinach,2014,1113,785,1800,1292,2014-12-01,Pune,12,spinach_pune-manjri
pune-manjri,green chilli,2014,124,2071,3153,2612,2014-12-01,Pune,12,green chilli_pune-manjri
mumbai,snake gourd,2014,3290,1281,1578,1430,2014-12-01,Mumbai,12,snake gourd_mumbai
pune-pimpri,beet root,2014,22,1564,1564,1564,2014-12-01,Pune,12,beet root_pune-pimpri
pune-pimpri,ladies finger,2014,15,2380,3380,2880,2014-12-01,Pune,12,ladies finger_pune-pimpri
mumbai,capsicum,2014,28920,2815,3163,2989,2014-12-01,Mumbai,12,capsicum_mumbai
pune-pimpri,flower,2014,592,1108,1415,1258,2014-12-01,Pune,12,flower_pune-pimpri
jalgaon,spinach,2014,82,1677,1677,1677,2014-12-01,Jalgaon,12,spinach_jalgaon
pune-pimpri,green chilli,2014,81,2694,4056,3375,2014-12-01,Pune,12,green chilli_pune-pimpri
pune-manjri,coriander,2014,1058,473,1350,912,2014-12-01,Pune,12,coriander_pune-manjri
pune-pimpri,cabbage,2014,246,732,840,786,2014-12-01,Pune,12,cabbage_pune-pimpri
pune,capsicum,2014,4993,1840,3728,2784,2014-12-01,Pune,12,capsicum_pune
ausa,sorgum(jawar),2014,1563,1537,1866,1710,2014-12-01,Latur,12,sorgum(jawar)_ausa
shrirampur,wheat(husked),2014,705,1371,1745,1562,2014-12-01,Ahmadnagar,12,wheat(husked)_shrirampur
sinner,sorgum(jawar),2014,17,1579,1985,1772,2014-12-01,Nasik,12,sorgum(jawar)_sinner
solapur,lemon,2014,1236,200,2487,1291,2014-12-01,Solapur,12,lemon_solapur
sinner,wheat(husked),2014,1586,1602,1793,1657,2014-12-01,Nasik,12,wheat(husked)_sinner
solapur,potato,2014,15489,1473,2671,2169,2014-12-01,Solapur,12,potato_solapur
rahata,potato,2014,215,2150,2558,2317,2014-12-01,Ahmadnagar,12,potato_rahata
solapur,ladies finger,2014,264,1117,4087,2600,2014-12-01,Solapur,12,ladies finger_solapur
sinner,bajri,2014,836,1052,1496,1239,2014-12-01,Nasik,12,bajri_sinner
pimpalgaon basawant,pomegranate,2014,543,839,7243,5082,2014-12-01,Nasik,12,pomegranate_pimpalgaon basawant
solapur,banana,2014,841,525,1140,840,2014-12-01,Solapur,12,banana_solapur
solapur,carrot,2014,1813,448,1757,1017,2014-12-01,Solapur,12,carrot_solapur
manmad,gram,2014,24,2000,2842,2539,2014-12-01,Nasik,12,gram_manmad
solapur,cluster bean,2014,147,1987,4508,3140,2014-12-01,Solapur,12,cluster bean_solapur
rahata,ladies finger,2014,19,3100,3850,3363,2014-12-01,Ahmadnagar,12,ladies finger_rahata
solapur,onion,2014,1134276,111,2228,1012,2014-12-01,Solapur,12,onion_solapur
solapur,bitter gourd,2014,157,1536,3350,2367,2014-12-01,Solapur,12,bitter gourd_solapur
solapur,cabbage,2014,1138,378,763,550,2014-12-01,Solapur,12,cabbage_solapur
solapur,capsicum,2014,275,986,2384,1591,2014-12-01,Solapur,12,capsicum_solapur
rahata,bottle gourd,2014,114,538,851,663,2014-12-01,Ahmadnagar,12,bottle gourd_rahata
solapur,ridge gourd,2014,149,1100,3670,2355,2014-12-01,Solapur,12,ridge gourd_solapur
pimpalgaon (b)-saykheda,onion,2014,50075,431,1600,1271,2014-12-01,Nasik,12,onion_pimpalgaon (b)-saykheda
solapur,pomegranate,2014,25389,970,11344,4128,2014-12-01,Solapur,12,pomegranate_solapur
dhule,onion,2014,122642,374,1792,1443,2014-12-01,Dhule,12,onion_dhule
sinner,maize,2014,2948,953,1149,1067,2014-12-01,Nasik,12,maize_sinner
pandharpur,tomato,2014,623,446,1861,1328,2014-12-01,Solapur,12,tomato_pandharpur
rahata,maize,2014,1316,955,1056,985,2014-12-01,Ahmadnagar,12,maize_rahata
parbhani,wheat(husked),2014,700,1457,1503,1480,2014-12-01,Parbhani,12,wheat(husked)_parbhani
pandharpur,brinjal,2014,317,595,4143,2304,2014-12-01,Solapur,12,brinjal_pandharpur
pandharpur,green chilli,2014,296,1382,3100,2141,2014-12-01,Solapur,12,green chilli_pandharpur
yeola,gram,2014,276,2068,2475,2286,2014-12-01,Nasik,12,gram_yeola
parbhani,gram,2014,15,2150,2500,2400,2014-12-01,Parbhani,12,gram_parbhani
yeola,maize,2014,92393,975,1143,1080,2014-12-01,Nasik,12,maize_yeola
sangola,pomegranate,2014,14457,1106,5709,3413,2014-12-01,Solapur,12,pomegranate_sangola
yeola,wheat(husked),2014,130,1553,1623,1580,2014-12-01,Nasik,12,wheat(husked)_yeola
parbhani,soybean,2014,10941,3125,4309,3196,2014-12-01,Parbhani,12,soybean_parbhani
vadgaon peth,brinjal,2014,340,1476,2618,2071,2014-12-01,Kolhapur,12,brinjal_vadgaon peth
solapur,rice(paddy-hus),2014,27504,2115,5664,3782,2014-12-01,Solapur,12,rice(paddy-hus)_solapur
yeola,bajri,2014,257,1265,1425,1318,2014-12-01,Nasik,12,bajri_yeola
rahata,gram,2014,98,2156,2481,2206,2014-12-01,Ahmadnagar,12,gram_rahata
sailu,sorgum(jawar),2014,6,1350,1600,1350,2014-12-01,Parbhani,12,sorgum(jawar)_sailu
solapur,pigeon pea (tur),2014,3226,4553,5276,5037,2014-12-01,Solapur,12,pigeon pea (tur)_solapur
solapur,chikoo,2014,812,561,1985,1008,2014-12-01,Solapur,12,chikoo_solapur
vadgaon peth,tomato,2014,389,667,1500,1073,2014-12-01,Kolhapur,12,tomato_vadgaon peth
sinner,gram,2014,400,1992,3347,2646,2014-12-01,Nasik,12,gram_sinner
sailu,soybean,2014,1538,3145,3278,3255,2014-12-01,Parbhani,12,soybean_sailu
solapur,tomato,2014,5041,232,1812,1033,2014-12-01,Solapur,12,tomato_solapur
nandura,maize,2014,3012,907,1064,1001,2014-12-01,Buldhana,12,maize_nandura
solapur,brinjal,2014,982,663,3454,2111,2014-12-01,Solapur,12,brinjal_solapur
solapur,garlic,2014,3080,1707,3367,2785,2014-12-01,Solapur,12,garlic_solapur
manmad,wheat(husked),2014,147,1466,1748,1565,2014-12-01,Nasik,12,wheat(husked)_manmad
manmad,bajri,2014,620,1163,1476,1360,2014-12-01,Nasik,12,bajri_manmad
malegaon,onion,2014,110184,598,1554,1335,2014-12-01,Nasik,12,onion_malegaon
malegaon,maize,2014,59856,1250,1519,1399,2014-12-01,Nasik,12,maize_malegaon
malegaon,wheat(husked),2014,1192,1454,1714,1483,2014-12-01,Nasik,12,wheat(husked)_malegaon
shirpur,ground nut pods (dry),2014,547,3466,4813,4499,2014-12-01,Dhule,12,ground nut pods (dry)_shirpur
shegaon,wheat(husked),2014,251,1334,1447,1393,2014-12-01,Buldhana,12,wheat(husked)_shegaon
shegaon,sorgum(jawar),2014,5895,1141,1393,1268,2014-12-01,Buldhana,12,sorgum(jawar)_shegaon
malegaon,bajri,2014,2282,1251,1530,1365,2014-12-01,Nasik,12,bajri_malegaon
shegaon,gram,2014,270,2381,2792,2585,2014-12-01,Buldhana,12,gram_shegaon
rahata,small gourd,2014,2,1500,1500,1500,2014-12-01,Ahmadnagar,12,small gourd_rahata
lasalgaon,soybean,2014,7836,1713,3336,3289,2014-12-01,Nasik,12,soybean_lasalgaon
shegaon,green gram,2014,977,7718,8154,7936,2014-12-01,Buldhana,12,green gram_shegaon
risod,soybean,2014,17641,2886,3305,3101,2014-12-01,Wasim,12,soybean_risod
shegaon,pigeon pea (tur),2014,74,4074,4365,4231,2014-12-01,Buldhana,12,pigeon pea (tur)_shegaon
shirpur,black gram,2014,139,5060,5380,5288,2014-12-01,Dhule,12,black gram_shirpur
vadgaon peth,ridge gourd,2014,263,1944,3606,2875,2014-12-01,Kolhapur,12,ridge gourd_vadgaon peth
shegaon,black gram,2014,643,5038,5504,5247,2014-12-01,Buldhana,12,black gram_shegaon
rahata,brinjal,2014,62,1597,2392,1992,2014-12-01,Ahmadnagar,12,brinjal_rahata
manora,soybean,2014,12234,3002,3390,3210,2014-12-01,Wasim,12,soybean_manora
shegaon,thymol/lovage,2014,6,6369,6369,6369,2014-12-01,Buldhana,12,thymol/lovage_shegaon
manmad,maize,2014,71194,1002,1167,1111,2014-12-01,Nasik,12,maize_manmad
pandharpur,capsicum,2014,50,1275,2950,2050,2014-12-01,Solapur,12,capsicum_pandharpur
washim,wheat(husked),2014,4060,1467,1686,1566,2014-12-01,Wasim,12,wheat(husked)_washim
washim,sorgum(jawar),2014,507,1457,1640,1540,2014-12-01,Wasim,12,sorgum(jawar)_washim
solapur,green chilli,2014,965,1331,2659,1898,2014-12-01,Solapur,12,green chilli_solapur
solapur,chillies(red),2014,267,6123,10038,8785,2014-12-01,Solapur,12,chillies(red)_solapur
rahata,carrot,2014,44,1282,1655,1382,2014-12-01,Ahmadnagar,12,carrot_rahata
shrirampur,bajri,2014,455,1162,1456,1320,2014-12-01,Ahmadnagar,12,bajri_shrirampur
nandura,sorgum(jawar),2014,5333,1120,1466,1326,2014-12-01,Buldhana,12,sorgum(jawar)_nandura
bhokardan,wheat(husked),2014,1456,1550,1560,1555,2014-12-01,Jalna,12,wheat(husked)_bhokardan
rahata,cucumber,2014,43,1860,2500,2240,2014-12-01,Ahmadnagar,12,cucumber_rahata
dhule,chillies(red),2014,39,4144,6564,6107,2014-12-01,Dhule,12,chillies(red)_dhule
nandura,wheat(husked),2014,421,1392,1531,1471,2014-12-01,Buldhana,12,wheat(husked)_nandura
washim,soybean,2014,75323,3096,3324,3210,2014-12-01,Wasim,12,soybean_washim
rahata,onion,2014,24029,429,1871,1321,2014-12-01,Ahmadnagar,12,onion_rahata
washim,black gram,2014,133,5083,5368,5256,2014-12-01,Wasim,12,black gram_washim
rahata,bitter gourd,2014,11,2775,3038,2775,2014-12-01,Ahmadnagar,12,bitter gourd_rahata
washim,pigeon pea (tur),2014,1471,4641,4941,4794,2014-12-01,Wasim,12,pigeon pea (tur)_washim
rahata,garlic,2014,69,2333,3000,2642,2014-12-01,Ahmadnagar,12,garlic_rahata
washim,green gram,2014,20,6078,6436,6208,2014-12-01,Wasim,12,green gram_washim
rahata,capsicum,2014,30,2818,3727,3182,2014-12-01,Ahmadnagar,12,capsicum_rahata
shirpur,onion,2014,3105,368,1633,1267,2014-12-01,Dhule,12,onion_shirpur
washim,gram,2014,9807,2727,3104,2917,2014-12-01,Wasim,12,gram_washim
rahata,shevga,2014,13,2857,3357,3071,2014-12-01,Ahmadnagar,12,shevga_rahata
shirpur,soybean,2014,443,2776,3234,3147,2014-12-01,Dhule,12,soybean_shirpur
rahata,tomato,2014,168,650,1442,1042,2014-12-01,Ahmadnagar,12,tomato_rahata
shirpur,green gram,2014,29,6378,7472,7061,2014-12-01,Dhule,12,green gram_shirpur
pandharpur,cabbage,2014,283,543,943,739,2014-12-01,Solapur,12,cabbage_pandharpur
jintur,soybean,2014,7775,2834,3241,3176,2014-12-01,Parbhani,12,soybean_jintur
barshi,bajri,2014,191,1416,1540,1465,2014-12-01,Solapur,12,bajri_barshi
barshi,paddy-unhusked,2014,346,1270,1407,1360,2014-12-01,Solapur,12,paddy-unhusked_barshi
nandura,soybean,2014,4869,2967,3336,3199,2014-12-01,Buldhana,12,soybean_nandura
barshi,wheat(husked),2014,807,1351,1756,1572,2014-12-01,Solapur,12,wheat(husked)_barshi
barshi,sorgum(jawar),2014,11488,1408,2666,2088,2014-12-01,Solapur,12,sorgum(jawar)_barshi
nandura,black gram,2014,160,4752,5364,5121,2014-12-01,Buldhana,12,black gram_nandura
barshi,maize,2014,8529,1047,1148,1109,2014-12-01,Solapur,12,maize_barshi
shrirampur,maize,2014,1234,876,1096,987,2014-12-01,Ahmadnagar,12,maize_shrirampur
barshi,gram,2014,3322,2142,3094,2706,2014-12-01,Solapur,12,gram_barshi
shrirampur,gram,2014,710,2127,3119,2791,2014-12-01,Ahmadnagar,12,gram_shrirampur
barshi,green gram,2014,68,6329,6986,6664,2014-12-01,Solapur,12,green gram_barshi
barshi,black gram,2014,317,4750,5414,5142,2014-12-01,Solapur,12,black gram_barshi
barshi,lemon,2014,159,147,247,198,2014-12-01,Solapur,12,lemon_barshi
barshi,ladies finger,2014,88,148,296,240,2014-12-01,Solapur,12,ladies finger_barshi
kopargaon,gram,2014,421,1983,2698,2463,2014-12-01,Ahmadnagar,12,gram_kopargaon
barshi,flower,2014,86,52,102,76,2014-12-01,Solapur,12,flower_barshi
barshi,cluster bean,2014,72,248,450,378,2014-12-01,Solapur,12,cluster bean_barshi
nandura,pigeon pea (tur),2014,128,4027,4493,4308,2014-12-01,Buldhana,12,pigeon pea (tur)_nandura
barshi,tomato,2014,88,54,143,102,2014-12-01,Solapur,12,tomato_barshi
barshi,brinjal,2014,91,128,289,218,2014-12-01,Solapur,12,brinjal_barshi
barshi,pigeon pea (tur),2014,8228,4537,5237,4951,2014-12-01,Solapur,12,pigeon pea (tur)_barshi
akluj,chillies(red),2014,472,1688,2641,2171,2014-12-01,Solapur,12,chillies(red)_akluj
nandura,sesamum,2014,71,9821,11093,10664,2014-12-01,Buldhana,12,sesamum_nandura
akluj,brinjal,2014,94,2106,3189,2667,2014-12-01,Solapur,12,brinjal_akluj
telhara,gram,2014,650,2408,2578,2498,2014-12-01,Akola,12,gram_telhara
telhara,sorgum(jawar),2014,2275,1179,1317,1248,2014-12-01,Akola,12,sorgum(jawar)_telhara
murtizapur,soybean,2014,25550,2884,3238,3040,2014-12-01,Akola,12,soybean_murtizapur
murtizapur,pigeon pea (tur),2014,206,4452,5191,4901,2014-12-01,Akola,12,pigeon pea (tur)_murtizapur
murtizapur,gram,2014,1650,2582,2938,2723,2014-12-01,Akola,12,gram_murtizapur
akole,bajri,2014,40,1375,1750,1563,2014-12-01,Ahmadnagar,12,bajri_akole
murtizapur,wheat(husked),2014,950,1391,1508,1459,2014-12-01,Akola,12,wheat(husked)_murtizapur
akole,paddy-unhusked,2014,346,1400,1800,1625,2014-12-01,Ahmadnagar,12,paddy-unhusked_akole
akole,wheat(husked),2014,55,1500,1900,1675,2014-12-01,Ahmadnagar,12,wheat(husked)_akole
jamkhed,bajri,2014,846,1300,1488,1394,2014-12-01,Ahmadnagar,12,bajri_jamkhed
jamkhed,sorgum(jawar),2014,5095,1800,3136,2468,2014-12-01,Ahmadnagar,12,sorgum(jawar)_jamkhed
jamkhed,onion,2014,13454,133,2133,1133,2014-12-01,Ahmadnagar,12,onion_jamkhed
kopargaon,bajri,2014,864,1056,1464,1378,2014-12-01,Ahmadnagar,12,bajri_kopargaon
kopargaon,wheat(husked),2014,864,1427,1678,1568,2014-12-01,Ahmadnagar,12,wheat(husked)_kopargaon
kopargaon,sorgum(jawar),2014,6,1636,1636,1636,2014-12-01,Ahmadnagar,12,sorgum(jawar)_kopargaon
akluj,maize,2014,705,1179,1187,1186,2014-12-01,Solapur,12,maize_akluj
akluj,potato,2014,553,1779,2679,2171,2014-12-01,Solapur,12,potato_akluj
akluj,ladies finger,2014,79,2211,3483,2883,2014-12-01,Solapur,12,ladies finger_akluj
akluj,cabbage,2014,133,300,682,488,2014-12-01,Solapur,12,cabbage_akluj
kopargaon,maize,2014,5159,903,1097,1036,2014-12-01,Ahmadnagar,12,maize_kopargaon
akluj,shevga,2014,47,3300,4900,4067,2014-12-01,Solapur,12,shevga_akluj
kopargaon,soybean,2014,1507,2945,3247,3199,2014-12-01,Ahmadnagar,12,soybean_kopargaon
barshi,turmeric,2014,395,4449,5867,4997,2014-12-01,Solapur,12,turmeric_barshi
barshi-vairag,sorgum(jawar),2014,1354,1104,2208,1604,2014-12-01,Solapur,12,sorgum(jawar)_barshi-vairag
dudhani,wheat(husked),2014,42,1352,1478,1391,2014-12-01,Solapur,12,wheat(husked)_dudhani
pathardi,onion,2014,7563,150,1770,900,2014-12-01,Ahmadnagar,12,onion_pathardi
mangalwedha,gram,2014,151,2114,3160,3051,2014-12-01,Solapur,12,gram_mangalwedha
jalna,jaggery,2014,10459,2122,2412,2269,2014-12-01,Jalna,12,jaggery_jalna
mangalwedha,ladies finger,2014,37,2905,4585,4145,2014-12-01,Solapur,12,ladies finger_mangalwedha
mangalwedha,bitter gourd,2014,78,2112,3468,2960,2014-12-01,Solapur,12,bitter gourd_mangalwedha
mangalwedha,ridge gourd,2014,67,2208,4229,3321,2014-12-01,Solapur,12,ridge gourd_mangalwedha
partur,wheat(husked),2014,55,1384,1564,1451,2014-12-01,Jalna,12,wheat(husked)_partur
rahata,bajri,2014,112,1151,1273,1206,2014-12-01,Ahmadnagar,12,bajri_rahata
mangalwedha,tomato,2014,1150,328,2200,1180,2014-12-01,Solapur,12,tomato_mangalwedha
partur,sorgum(jawar),2014,22,1056,1147,1128,2014-12-01,Jalna,12,sorgum(jawar)_partur
mangalwedha,brinjal,2014,508,776,5372,2448,2014-12-01,Solapur,12,brinjal_mangalwedha
mangalwedha,green chilli,2014,122,1248,2480,1904,2014-12-01,Solapur,12,green chilli_mangalwedha
jintur,wheat(husked),2014,162,1550,1672,1567,2014-12-01,Parbhani,12,wheat(husked)_jintur
mohol,wheat(husked),2014,82,1405,1529,1448,2014-12-01,Solapur,12,wheat(husked)_mohol
rahata,wheat(husked),2014,765,1499,1611,1541,2014-12-01,Ahmadnagar,12,wheat(husked)_rahata
mohol,sorgum(jawar),2014,164,1546,2112,1885,2014-12-01,Solapur,12,sorgum(jawar)_mohol
mohol,maize,2014,1132,1109,1169,1146,2014-12-01,Solapur,12,maize_mohol
jintur,sorgum(jawar),2014,121,1339,1729,1395,2014-12-01,Parbhani,12,sorgum(jawar)_jintur
nandura,gram,2014,353,2220,2535,2427,2014-12-01,Buldhana,12,gram_nandura
pandharpur,pomegranate,2014,11750,1885,7277,3827,2014-12-01,Solapur,12,pomegranate_pandharpur
rahata,sorgum(jawar),2014,25,1360,1486,1368,2014-12-01,Ahmadnagar,12,sorgum(jawar)_rahata
jalna,soybean,2014,25957,2999,3266,3237,2014-12-01,Jalna,12,soybean_jalna
pandharpur,onion,2014,3005,196,1684,1202,2014-12-01,Solapur,12,onion_pandharpur
jalna,pigeon pea (tur),2014,1067,4452,5206,4973,2014-12-01,Jalna,12,pigeon pea (tur)_jalna
jalna,green gram,2014,682,6743,7848,7407,2014-12-01,Jalna,12,green gram_jalna
dudhani,sorgum(jawar),2014,370,1094,1769,1319,2014-12-01,Solapur,12,sorgum(jawar)_dudhani
newasa,wheat(husked),2014,239,1463,1525,1494,2014-12-01,Ahmadnagar,12,wheat(husked)_newasa
dudhani,gram,2014,19,2038,2250,2190,2014-12-01,Solapur,12,gram_dudhani
dudhani,pigeon pea (tur),2014,4888,4388,5111,4976,2014-12-01,Solapur,12,pigeon pea (tur)_dudhani
kurdwadi,wheat(husked),2014,67,1490,1771,1630,2014-12-01,Solapur,12,wheat(husked)_kurdwadi
kurdwadi,sorgum(jawar),2014,657,1114,2609,1861,2014-12-01,Solapur,12,sorgum(jawar)_kurdwadi
pathardi,sorgum(jawar),2014,147,1550,2000,1717,2014-12-01,Ahmadnagar,12,sorgum(jawar)_pathardi
bhokardan-pimpalgaon renu,maize,2014,668,1005,1017,1011,2014-12-01,Jalna,12,maize_bhokardan-pimpalgaon renu
bhokardan-pimpalgaon renu,soybean,2014,746,3163,3210,3189,2014-12-01,Jalna,12,soybean_bhokardan-pimpalgaon renu
jafrabad,wheat(husked),2014,326,1400,1600,1500,2014-12-01,Jalna,12,wheat(husked)_jafrabad
kurdwadi,maize,2014,726,1121,1202,1162,2014-12-01,Solapur,12,maize_kurdwadi
jafrabad,maize,2014,3314,875,1015,950,2014-12-01,Jalna,12,maize_jafrabad
kurdwadi,gram,2014,27,2063,2388,2225,2014-12-01,Solapur,12,gram_kurdwadi
jafrabad,soybean,2014,906,3008,3208,3138,2014-12-01,Jalna,12,soybean_jafrabad
jalna,bajri,2014,6326,1017,1652,1390,2014-12-01,Jalna,12,bajri_jalna
shrirampur,sorgum(jawar),2014,149,1535,1947,1800,2014-12-01,Ahmadnagar,12,sorgum(jawar)_shrirampur
jalna,wheat(husked),2014,4871,1467,1651,1563,2014-12-01,Jalna,12,wheat(husked)_jalna
jalna,sorgum(jawar),2014,6769,1121,2705,1900,2014-12-01,Jalna,12,sorgum(jawar)_jalna
jalna,maize,2014,80267,954,1135,1067,2014-12-01,Jalna,12,maize_jalna
jalna,gram,2014,1361,2221,2767,2530,2014-12-01,Jalna,12,gram_jalna
